2014-08-07 11:22:56 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-07 11:22:56 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-07 11:22:56 -- Set highTempRuoxCurve to <function <lambda> at 0x033CBB70>
2014-08-07 11:22:56 -- Set lowTempRuoxCurve to <function <lambda> at 0x033CBDB0>
2014-08-07 11:22:56 -- Set voltToResCalibs to (0.26000000000000001, 26.030000000000001, 37.5, 30.0, 10.0, 26.530000000000001)
2014-08-07 11:22:56 -- Set resistanceCutoff to 1725.78
2014-08-07 11:22:56 -- Set ruoxChannel to 3
2014-08-07 11:22:56 -- Set PIDintLimit to 0.4
2014-08-07 11:22:56 -- Set voltageStepUp to 0.004
2014-08-07 11:22:56 -- Set loglimit to 20
2014-08-07 11:22:56 -- Set autoRecord to True
2014-08-07 11:22:56 -- Set recordingTemp to 250
2014-08-07 11:22:56 -- Set cooldownLimit to 3.9
2014-08-07 11:22:56 -- Set switchPosition to 5
2014-08-07 11:22:56 -- Set quenchLimit to 4.0
2014-08-07 11:22:56 -- Set PIDsetTemp to 0.1
2014-08-07 11:22:56 -- Set PIDcd to 25
2014-08-07 11:22:56 -- Set PIDstepTimeout to 5
2014-08-07 11:22:56 -- Set autoControl to False
2014-08-07 11:22:56 -- Set fieldWaitTime to 45
2014-08-07 11:22:56 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x033D0FD0>
2014-08-07 11:22:56 -- Set useRuoxInterpolation to True
2014-08-07 11:22:56 -- Set targetCurrent to 8.0
2014-08-07 11:22:56 -- Set rampWaitTime to 0.2
2014-08-07 11:22:56 -- Set PIDci to 0.4
2014-08-07 11:22:56 -- Set PIDcp to 1.0
2014-08-07 11:22:56 -- Set recordTemp to False
2014-08-07 11:22:56 -- Set voltageLimit to 0.14
2014-08-07 11:22:56 -- Set lockinCurrent to 1e-09
2014-08-07 11:22:56 -- Set maxCurrent to 9.0
2014-08-07 11:22:56 -- Set tempRecordDelay to 10
2014-08-07 11:22:56 -- Set voltageStepDown to 0.004
2014-08-07 11:22:56 -- Initialization completed. Beginning cycle.
2014-08-07 11:22:56 -- cycled
2014-08-07 11:22:56 -- Set alive to True
2014-08-07 11:22:56 -- Now cycling.
2014-08-07 11:22:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:47 -- None
2014-08-09 15:21:49 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:49 -- None
2014-08-09 15:21:50 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:50 -- None
2014-08-09 15:21:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:51 -- None
2014-08-09 15:21:52 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:52 -- None
2014-08-09 15:21:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:53 -- None
2014-08-09 15:21:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:54 -- None
2014-08-09 15:21:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:55 -- None
2014-08-09 15:21:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:56 -- None
2014-08-09 15:21:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:57 -- None
2014-08-09 15:21:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:58 -- None
2014-08-09 15:21:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:21:59 -- None
2014-08-09 15:22:00 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:00 -- None
2014-08-09 15:22:02 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:02 -- None
2014-08-09 15:22:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:03 -- None
2014-08-09 15:22:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:04 -- None
2014-08-09 15:22:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:05 -- None
2014-08-09 15:22:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:06 -- None
2014-08-09 15:22:07 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:07 -- None
2014-08-09 15:22:08 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:08 -- None
2014-08-09 15:22:09 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:09 -- None
2014-08-09 15:22:10 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:10 -- None
2014-08-09 15:22:11 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:11 -- None
2014-08-09 15:22:13 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:13 -- None
2014-08-09 15:22:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:14 -- None
2014-08-09 15:22:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:15 -- None
2014-08-09 15:22:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:16 -- None
2014-08-09 15:22:17 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:17 -- None
2014-08-09 15:22:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:18 -- None
2014-08-09 15:22:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:19 -- None
2014-08-09 15:22:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:20 -- None
2014-08-09 15:22:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:21 -- None
2014-08-09 15:22:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:22 -- None
2014-08-09 15:22:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:23 -- None
2014-08-09 15:22:24 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:25 -- None
2014-08-09 15:22:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:26 -- None
2014-08-09 15:22:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:27 -- None
2014-08-09 15:22:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:28 -- None
2014-08-09 15:22:29 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:29 -- None
2014-08-09 15:22:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:30 -- None
2014-08-09 15:22:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:31 -- None
2014-08-09 15:22:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:32 -- None
2014-08-09 15:22:33 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:33 -- None
2014-08-09 15:22:34 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:34 -- None
2014-08-09 15:22:35 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:35 -- None
2014-08-09 15:22:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:37 -- None
2014-08-09 15:22:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:38 -- None
2014-08-09 15:22:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:39 -- None
2014-08-09 15:22:40 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:40 -- None
2014-08-09 15:22:41 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:41 -- None
2014-08-09 15:22:42 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:42 -- None
2014-08-09 15:22:43 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:43 -- None
2014-08-09 15:22:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:44 -- None
2014-08-09 15:22:45 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:45 -- None
2014-08-09 15:22:46 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:46 -- None
2014-08-09 15:22:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:47 -- None
2014-08-09 15:22:49 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:49 -- None
2014-08-09 15:22:50 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:50 -- None
2014-08-09 15:22:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:51 -- None
2014-08-09 15:22:52 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:52 -- None
2014-08-09 15:22:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:53 -- None
2014-08-09 15:22:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:54 -- None
2014-08-09 15:22:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:55 -- None
2014-08-09 15:22:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:56 -- None
2014-08-09 15:22:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:57 -- None
2014-08-09 15:22:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:58 -- None
2014-08-09 15:22:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:22:59 -- None
2014-08-09 15:23:01 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:01 -- None
2014-08-09 15:23:02 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:02 -- None
2014-08-09 15:23:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:03 -- None
2014-08-09 15:23:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:04 -- None
2014-08-09 15:23:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:05 -- None
2014-08-09 15:23:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:06 -- None
2014-08-09 15:23:07 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:07 -- None
2014-08-09 15:23:08 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:08 -- None
2014-08-09 15:23:09 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:09 -- None
2014-08-09 15:23:10 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:10 -- None
2014-08-09 15:23:11 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:11 -- None
2014-08-09 15:23:13 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:13 -- None
2014-08-09 15:23:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:14 -- None
2014-08-09 15:23:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:15 -- None
2014-08-09 15:23:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:16 -- None
2014-08-09 15:23:17 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:17 -- None
2014-08-09 15:23:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:18 -- None
2014-08-09 15:23:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:19 -- None
2014-08-09 15:23:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:20 -- None
2014-08-09 15:23:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:21 -- None
2014-08-09 15:23:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:22 -- None
2014-08-09 15:23:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:23 -- None
2014-08-09 15:23:25 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:25 -- None
2014-08-09 15:23:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:26 -- None
2014-08-09 15:23:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:27 -- None
2014-08-09 15:23:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:28 -- None
2014-08-09 15:23:29 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:29 -- None
2014-08-09 15:23:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:30 -- None
2014-08-09 15:23:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:31 -- None
2014-08-09 15:23:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:32 -- None
2014-08-09 15:23:33 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:33 -- None
2014-08-09 15:23:34 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:34 -- None
2014-08-09 15:23:35 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:35 -- None
2014-08-09 15:23:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:37 -- None
2014-08-09 15:23:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:38 -- None
2014-08-09 15:23:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:39 -- None
2014-08-09 15:23:40 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:40 -- None
2014-08-09 15:23:41 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:41 -- None
2014-08-09 15:23:42 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:42 -- None
2014-08-09 15:23:43 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:43 -- None
2014-08-09 15:23:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:44 -- None
2014-08-09 15:23:45 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:45 -- None
2014-08-09 15:23:46 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:46 -- None
2014-08-09 15:23:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:47 -- None
2014-08-09 15:23:49 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:49 -- None
2014-08-09 15:23:50 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:50 -- None
2014-08-09 15:23:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:51 -- None
2014-08-09 15:23:52 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:52 -- None
2014-08-09 15:23:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:53 -- None
2014-08-09 15:23:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:54 -- None
2014-08-09 15:23:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:55 -- None
2014-08-09 15:23:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:56 -- None
2014-08-09 15:23:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:57 -- None
2014-08-09 15:23:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:58 -- None
2014-08-09 15:23:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:23:59 -- None
2014-08-09 15:24:01 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:01 -- None
2014-08-09 15:24:02 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:02 -- None
2014-08-09 15:24:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:03 -- None
2014-08-09 15:24:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:04 -- None
2014-08-09 15:24:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:05 -- None
2014-08-09 15:24:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:06 -- None
2014-08-09 15:24:07 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:07 -- None
2014-08-09 15:24:08 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:08 -- None
2014-08-09 15:24:09 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:09 -- None
2014-08-09 15:24:10 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:10 -- None
2014-08-09 15:24:11 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:11 -- None
2014-08-09 15:24:13 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:13 -- None
2014-08-09 15:24:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:14 -- None
2014-08-09 15:24:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:15 -- None
2014-08-09 15:24:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:16 -- None
2014-08-09 15:24:17 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:17 -- None
2014-08-09 15:24:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:18 -- None
2014-08-09 15:24:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:19 -- None
2014-08-09 15:24:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:20 -- None
2014-08-09 15:24:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:21 -- None
2014-08-09 15:24:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:22 -- None
2014-08-09 15:24:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:23 -- None
2014-08-09 15:24:25 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:25 -- None
2014-08-09 15:24:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:26 -- None
2014-08-09 15:24:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:27 -- None
2014-08-09 15:24:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:28 -- None
2014-08-09 15:24:29 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:29 -- None
2014-08-09 15:24:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:30 -- None
2014-08-09 15:24:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:31 -- None
2014-08-09 15:24:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:32 -- None
2014-08-09 15:24:33 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:33 -- None
2014-08-09 15:24:34 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:34 -- None
2014-08-09 15:24:35 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:35 -- None
2014-08-09 15:24:37 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:37 -- None
2014-08-09 15:24:38 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:38 -- None
2014-08-09 15:24:39 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:39 -- None
2014-08-09 15:24:40 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:40 -- None
2014-08-09 15:24:41 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:41 -- None
2014-08-09 15:24:42 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:42 -- None
2014-08-09 15:24:43 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:43 -- None
2014-08-09 15:24:44 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:44 -- None
2014-08-09 15:24:45 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:45 -- None
2014-08-09 15:24:46 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:46 -- None
2014-08-09 15:24:47 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:47 -- None
2014-08-09 15:24:49 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:49 -- None
2014-08-09 15:24:50 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:50 -- None
2014-08-09 15:24:51 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:51 -- None
2014-08-09 15:24:52 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:52 -- None
2014-08-09 15:24:53 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:53 -- None
2014-08-09 15:24:54 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:54 -- None
2014-08-09 15:24:55 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:55 -- None
2014-08-09 15:24:56 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:56 -- None
2014-08-09 15:24:57 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:57 -- None
2014-08-09 15:24:58 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:58 -- None
2014-08-09 15:24:59 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:24:59 -- None
2014-08-09 15:25:01 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:01 -- None
2014-08-09 15:25:02 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:02 -- None
2014-08-09 15:25:03 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:03 -- None
2014-08-09 15:25:04 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:04 -- None
2014-08-09 15:25:05 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:05 -- None
2014-08-09 15:25:06 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:06 -- None
2014-08-09 15:25:07 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:07 -- None
2014-08-09 15:25:08 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:08 -- None
2014-08-09 15:25:09 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:09 -- None
2014-08-09 15:25:10 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:10 -- None
2014-08-09 15:25:11 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:11 -- None
2014-08-09 15:25:13 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:13 -- None
2014-08-09 15:25:14 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:14 -- None
2014-08-09 15:25:15 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:15 -- None
2014-08-09 15:25:16 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:16 -- None
2014-08-09 15:25:17 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:17 -- None
2014-08-09 15:25:18 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:18 -- None
2014-08-09 15:25:19 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:19 -- None
2014-08-09 15:25:20 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:20 -- None
2014-08-09 15:25:21 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:21 -- None
2014-08-09 15:25:22 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:22 -- None
2014-08-09 15:25:23 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:23 -- None
2014-08-09 15:25:25 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:25 -- None
2014-08-09 15:25:26 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:26 -- None
2014-08-09 15:25:27 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:27 -- None
2014-08-09 15:25:28 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:28 -- None
2014-08-09 15:25:29 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:29 -- None
2014-08-09 15:25:30 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:30 -- None
2014-08-09 15:25:31 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:31 -- None
2014-08-09 15:25:32 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:32 -- None
2014-08-09 15:25:33 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:33 -- None
2014-08-09 15:25:34 -- Exception in cycle loop: Incompatible Units K, ''
2014-08-09 15:25:34 -- None
2014-08-09 15:25:35 -- Exception in cycle loop: Incompatible Units K, ''
